   Compiling codescout v0.15.0 (/home/marius/work/claude/codescout)
test librarian::tools::artifact::tests::input_schema_has_no_phantom_update_fields ... ok
test librarian::indexer::tests::write_embeddings_migration_backs_up_file_backed_catalog ... ok
test librarian::indexer::tests::index_unions_rule_tags_with_frontmatter_tags ... ok
test librarian::indexer::tests::write_embeddings_dim_mismatch_migrates_when_opted_in ... ok
test librarian::indexer::tests::index_removes_deleted_files ... ok
test librarian::preview::tests::unknown_kind_falls_back_to_default ... ok
test librarian::tools::audit_doc_refs::code_comments::tests::a_high_severity_citation_in_a_comment_is_capped_to_med ... ok
test librarian::tools::audit_doc_refs::code_comments::tests::an_unknown_language_yields_nothing_rather_than_panicking ... ok
test librarian::tools::audit_doc_refs::code_comments::tests::cap_leaves_lower_severities_and_their_reasons_untouched ... ok
test librarian::tools::audit_doc_refs::code_comments::tests::code_outside_documentation_is_not_collected ... ok
test librarian::tools::audit_doc_refs::code_comments::tests::comment_line_is_one_based_and_points_at_the_comment ... ok
test librarian::tools::audit_doc_refs::code_comments::tests::docstring_rule_does_not_leak_into_other_languages ... ok
test librarian::tools::audit_doc_refs::code_comments::tests::every_supported_language_yields_its_doc_text ... ok
test librarian::tools::audit_doc_refs::code_comments::tests::is_comment_kind_matches_the_kinds_the_ast_parser_already_relies_on ... ok
test librarian::tools::audit_doc_refs::code_comments::tests::multiple_comments_come_back_in_line_order ... ok
test librarian::tools::audit_doc_refs::code_comments::tests::python_docstrings_are_extracted ... ok
test librarian::tools::audit_doc_refs::code_comments::tests::python_non_leading_strings_are_not_docstrings ... ok
test librarian::tools::audit_doc_refs::code_comments::tests::unparseable_source_degrades_to_no_citations ... ok
test librarian::tools::audit_doc_refs::merger::tests::idempotent_merge ... ok
test librarian::tools::audit_doc_refs::merger::tests::lifecycle_fixed_to_open_regression ... ok
test librarian::tools::audit_doc_refs::merger::tests::lifecycle_open_to_fixed ... ok
test librarian::tools::audit_doc_refs::merger::tests::merger_assigns_n_at_first_seen_and_preserves_it ... ok
test librarian::tools::audit_doc_refs::merger::tests::merger_first_seen_commit_immutable ... ok
test librarian::tools::audit_doc_refs::merger::tests::severity_escalates_only ... ok
test librarian::tools::audit_doc_refs::merger::tests::unknown_field_preserved_across_merge ... ok
test librarian::tools::audit_doc_refs::merger::tests::unknown_verdict_bumps_last_verified_at_for_existing ... ok
test librarian::tools::audit_doc_refs::merger::tests::unknown_verdict_does_not_create_new_finding ... ok
test librarian::tools::audit_doc_refs::merger::tests::unknown_verdict_does_not_regress_fixed_entry ... ok
test librarian::tools::audit_doc_refs::merger::tests::wontfix_never_auto_flipped ... ok
test librarian::tools::audit_doc_refs::parser::path_syntax_tests::a_bare_version_number_is_not_a_module_path ... ok
test librarian::tools::audit_doc_refs::parser::path_syntax_tests::a_dotted_token_is_a_module_path_only_where_the_language_spells_them_that_way ... ok
test librarian::tools::audit_doc_refs::parser::path_syntax_tests::common_latin_abbreviations_are_not_module_paths ... ok
test librarian::tools::audit_doc_refs::parser::path_syntax_tests::every_language_detect_language_emits_maps_deliberately ... ok
test librarian::tools::audit_doc_refs::parser::path_syntax_tests::markdown_and_unknown_languages_keep_todays_behaviour ... ok
test librarian::tools::audit_doc_refs::parser::path_syntax_tests::narrowing_touches_only_the_module_branch ... ok
test librarian::tools::audit_doc_refs::parser::path_syntax_tests::the_new_filters_do_not_touch_real_module_paths ... ok
test librarian::tools::audit_doc_refs::parser::prose_tests::a_bare_citation_in_a_comment_is_found ... ok
test librarian::tools::audit_doc_refs::parser::prose_tests::comment_markers_are_not_reported_as_paths ... ok
test librarian::tools::audit_doc_refs::parser::prose_tests::line_numbers_are_one_based_within_the_text_given ... ok
test librarian::tools::audit_doc_refs::parser::prose_tests::sentence_punctuation_does_not_become_part_of_the_path ... ok
test librarian::tools::audit_doc_refs::parser::prose_tests::slash_bearing_prose_without_an_extension_is_not_a_path ... ok
test librarian::tools::audit_doc_refs::parser::prose_tests::the_extension_pre_filter_is_not_the_whole_decision ... ok
test librarian::tools::audit_doc_refs::parser::prose_tests::the_extension_rule_admits_real_extensions_and_rejects_prose_dots ... ok
test librarian::tools::audit_doc_refs::parser::tests::ignore_refs_scope_ends_at_the_next_heading ... ok
test librarian::tools::audit_doc_refs::parser::tests::ignore_refs_silences_only_the_named_tokens ... ok
test librarian::tools::audit_doc_refs::parser::tests::ignore_refs_with_no_backticked_target_falls_back_to_suppressing_all ... ok
test librarian::tools::audit_doc_refs::parser::tests::parser_accepts_multi_segment_absolute_path ... ok
test librarian::tools::audit_doc_refs::parser::tests::parser_accepts_root_single_segment_with_extension ... ok
test librarian::tools::audit_doc_refs::parser::tests::parser_classifies_file_line_over_file_path ... ok
test librarian::tools::audit_doc_refs::parser::tests::parser_classifies_file_line_range ... ok
test librarian::tools::audit_doc_refs::parser::tests::parser_classifies_file_symbol_over_file_line ... ok
test librarian::tools::audit_doc_refs::parser::tests::parser_extracts_link_targets ... ok
test librarian::tools::audit_doc_refs::parser::tests::parser_extracts_normally_without_an_ignore_marker ... ok
test librarian::tools::audit_doc_refs::parser::tests::parser_handles_rust_double_colon_symbol_separator ... ok
test librarian::tools::audit_doc_refs::parser::tests::parser_ignore_marker_suppresses_to_the_next_heading_only ... ok
test librarian::tools::audit_doc_refs::parser::tests::parser_ignores_prose_outside_code_spans ... ok
test librarian::tools::audit_doc_refs::parser::tests::parser_keeps_anchored_paths_the_marker_fix_could_have_broken ... ok
test librarian::tools::audit_doc_refs::parser::tests::parser_module_path_requires_code_context ... ok
test librarian::tools::audit_doc_refs::parser::tests::parser_recovers_from_unterminated_fence ... ok
test librarian::tools::audit_doc_refs::parser::tests::parser_rejects_bare_comment_markers ... ok
test librarian::tools::audit_doc_refs::parser::tests::parser_rejects_bare_extension_as_path ... ok
test librarian::tools::audit_doc_refs::parser::tests::parser_rejects_config_pointers_and_elided_paths ... ok
test librarian::tools::audit_doc_refs::parser::tests::parser_rejects_date_template_placeholder_links ... ok
test librarian::tools::audit_doc_refs::parser::tests::parser_rejects_git_refs ... ok
test librarian::tools::audit_doc_refs::parser::tests::parser_rejects_glob_patterns ... ok
test librarian::tools::audit_doc_refs::parser::tests::parser_rejects_home_relative_paths ... ok
test librarian::tools::audit_doc_refs::parser::tests::parser_rejects_name_path_symbol_syntax ... ok
test librarian::tools::audit_doc_refs::parser::tests::parser_rejects_org_repo_slugs ... ok
test librarian::tools::audit_doc_refs::parser::tests::parser_rejects_path_to_placeholder ... ok
test librarian::tools::audit_doc_refs::parser::tests::parser_rejects_root_single_segment_without_extension ... ok
test librarian::tools::audit_doc_refs::parser::tests::parser_rejects_shell_expressions ... ok
test librarian::tools::audit_doc_refs::parser::tests::parser_rejects_template_placeholders ... ok
test librarian::tools::audit_doc_refs::parser::tests::parser_resolves_simple_file_path ... ok
test librarian::tools::audit_doc_refs::parser::tests::parser_skips_a_code_span_that_is_displaying_markup ... ok
test librarian::tools::audit_doc_refs::parser::tests::parser_still_accepts_extensionless_directory_refs ... ok
test librarian::tools::audit_doc_refs::parser::tests::parser_still_extracts_concrete_link_targets ... ok
test librarian::tools::audit_doc_refs::parser::tests::parser_strips_wrapping_punctuation_from_code_block_tokens ... ok
test librarian::tools::audit_doc_refs::parser::tests::parser_walks_fenced_code_blocks ... ok
test librarian::tools::audit_doc_refs::resolver::tests::default_severity_gates_only_on_deterministic_filesystem_verdicts ... ok
test librarian::tools::audit_doc_refs::resolver::tests::every_basename_kind_gets_past_the_path_stage_for_a_unique_basename ... ok
test librarian::tools::audit_doc_refs::resolver::tests::every_basename_kind_reports_ambiguous_for_a_colliding_basename ... ok
test librarian::tools::audit_doc_refs::resolver::tests::every_basename_kind_reports_missing_for_a_basename_with_no_match ... ok
test librarian::tools::audit_doc_refs::resolver::tests::mcp_method_name_ref_caps_to_low ... ok
test librarian::tools::audit_doc_refs::resolver::tests::resolver_ambiguous_when_basename_matches_multiple_files ... ok
test librarian::tools::audit_doc_refs::resolver::tests::resolver_anchor_missing_when_heading_absent ... ok
test librarian::tools::audit_doc_refs::resolver::tests::resolver_anchor_resolved_when_heading_present ... ok
test librarian::tools::audit_doc_refs::resolver::tests::resolver_broken_dot_slash_link_still_gates_despite_a_basename_match ... ok
test librarian::tools::audit_doc_refs::resolver::tests::resolver_caps_a_gitignored_directory_ref_written_with_a_trailing_slash ... ok
test librarian::tools::audit_doc_refs::resolver::tests::resolver_caps_a_missing_path_cited_inside_a_code_block ... ok
test librarian::tools::audit_doc_refs::resolver::tests::resolver_caps_missing_paths_that_gitignore_declares_generated_or_local ... ok
test librarian::tools::audit_doc_refs::resolver::tests::resolver_defers_to_the_ast_when_the_lsp_lags_behind_disk ... ok
test librarian::tools::audit_doc_refs::resolver::tests::resolver_does_not_abort_on_a_ref_that_escapes_the_repo_root ... ok
test librarian::tools::audit_doc_refs::resolver::tests::resolver_does_not_mark_scan_degraded_for_a_language_with_no_server_by_design ... ok
test librarian::tools::audit_doc_refs::resolver::tests::resolver_dot_slash_ref_reaches_the_basename_fallback ... ok
test librarian::tools::audit_doc_refs::resolver::tests::resolver_dot_slash_ref_resolves_when_the_basename_is_unique ... ok
test librarian::tools::audit_doc_refs::resolver::tests::resolver_dot_slash_ref_with_real_structure_is_not_basename_resolved ... ok
test librarian::tools::audit_doc_refs::resolver::tests::resolver_external_for_https_link ... ok
test librarian::tools::audit_doc_refs::resolver::tests::resolver_file_line_range_checked_against_resolved_basename ... ok
test librarian::tools::audit_doc_refs::resolver::tests::resolver_file_line_reports_ambiguous_basename ... ok
test librarian::tools::audit_doc_refs::resolver::tests::resolver_file_line_resolves_via_unique_basename ... ok
test librarian::tools::audit_doc_refs::resolver::tests::resolver_file_symbol_reports_ambiguous_basename ... ok
test librarian::tools::audit_doc_refs::resolver::tests::resolver_file_symbol_still_reports_file_missing_when_no_file_matches ... ok
test librarian::tools::audit_doc_refs::resolver::tests::resolver_line_oob_for_inverted_range ... ok
test librarian::tools::audit_doc_refs::resolver::tests::resolver_line_oob_for_range_past_eof ... ok
test librarian::tools::audit_doc_refs::resolver::tests::resolver_line_oob_for_short_file ... ok
test librarian::tools::audit_doc_refs::resolver::tests::resolver_link_resolves_page_relative_inside_the_mdbook ... ok
test librarian::tools::audit_doc_refs::resolver::tests::resolver_link_strips_the_fragment_before_resolving_the_path ... ok
test librarian::tools::audit_doc_refs::resolver::tests::resolver_link_with_dot_dot_resolves_relative_to_md_file_parent ... ok
test librarian::tools::audit_doc_refs::resolver::tests::resolver_link_with_dot_slash_resolves_relative_to_md_file_parent ... ok
test librarian::tools::audit_doc_refs::resolver::tests::resolver_link_without_explicit_relative_prefix_still_repo_root_rooted ... ok
test librarian::tools::audit_doc_refs::resolver::tests::resolver_missing_for_absent_path ... ok
